wheelSpeed,0.2
mode,1
mode,1
wheelSpeed,0.2
wheelSpeed,0.2
steering,90
steering,90
side,0
front,385
side,0
front,385
mode,1
mode,1
wheelSpeed,0.2
wheelSpeed,0.2
steering,90
steering,90
side,0
side,0
front,384
front,384
mode,1
mode,1
wheelSpeed,0.2
wheelSpeed,0.2
steering,90
steering,90
side,0
front,385
side,0
front,385
mode,1
mode,1
wheelSpeed,0.2
steering,90
wheelSpeed,0.2
steering,90
side,0
front,383
side,0
front,383
mode,1
mode,1
wheelSpeed,0.3
steering,90
steering,90
wheelSpeed,0.3
side,0
front,384
side,0
front,384
mode,0
mode,0
wheelSpeed,0.2
steering,90
side,0
side,0
front,384
steering,90
wheelSpeed,0.2
front,384
mode,0
mode,0
wheelSpeed,0.2
steering,90
wheelSpeed,0.2
steering,90
side,0
front,385
front,385
side,0
mode,0
mode,0
wheelSpeed,0
steering,90
wheelSpeed,0
steering,90
side,0
front,384
side,0
front,384
mode,0
mode,0
wheelSpeed,0
steering,90
steering,90
side,0
side,0
wheelSpeed,0
front,384
front,384
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,90
side,0
front,385
front,385
side,0
steering,90
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,90
side,0
side,0
steering,90
front,386
front,386
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,90
steering,90
side,0
side,0
front,386
front,386
mode,0
mode,0
wheelSpeed,0
steering,90
wheelSpeed,0
side,0
side,0
steering,90
front,356
front,356
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,90
steering,90
side,0
side,0
front,353
front,353
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,90
front,354
front,354
side,0
steering,90
side,0
mode,0
mode,0
wheelSpeed,0
steering,90
wheelSpeed,0
side,0
side,0
steering,90
front,352
front,352
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,90
steering,90
side,0
side,0
front,352
front,352
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,90
steering,90
side,0
front,353
front,353
side,0
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,90
steering,90
side,0
front,354
side,0
front,354
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,90
steering,90
side,0
side,0
front,352
front,352
mode,0
mode,0
wheelSpeed,0
steering,90
side,0
front,354
front,354
side,0
wheelSpeed,0
steering,90
mode,0
mode,0
wheelSpeed,0
steering,90
steering,90
wheelSpeed,0
side,0
side,0
front,394
front,394
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,90
side,0
side,0
steering,90
front,382
front,382
mode,0
mode,0
wheelSpeed,0
steering,90
side,0
side,0
front,381
front,381
wheelSpeed,0
steering,90
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,90
steering,90
side,0
front,381
front,381
side,0
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
side,0
steering,90
front,383
side,0
front,383
steering,90
mode,1
mode,1
wheelSpeed,0
steering,90
wheelSpeed,0
curSplit,00:35
side,0
front,382
front,382
side,0
steering,90
curSplit,00:35
mode,1
mode,1
wheelSpeed,0
wheelSpeed,0
steering,90
side,0
side,0
front,382
front,382
steering,90
mode,1
mode,1
wheelSpeed,0.1
steering,90
side,0
side,0
wheelSpeed,0.1
steering,90
front,381
front,381
mode,1
mode,1
wheelSpeed,0.4
wheelSpeed,0.4
steering,90
steering,90
side,0
side,0
front,382
front,382
mode,1
mode,1
wheelSpeed,0.3
wheelSpeed,0.3
steering,90
side,0
front,382
front,382
steering,90
side,0
mode,1
mode,1
wheelSpeed,0.5
wheelSpeed,0.5
steering,90
steering,90
side,0
side,0
front,382
front,382
mode,1
mode,1
wheelSpeed,0.4
wheelSpeed,0.4
steering,90
steering,90
side,0
side,0
front,381
front,381
mode,1
mode,1
wheelSpeed,0.2
wheelSpeed,0.2
steering,90
side,0
front,383
front,383
steering,90
side,0
mode,1
mode,1
wheelSpeed,0.2
wheelSpeed,0.2
steering,90
steering,90
side,0
side,0
front,383
front,383
mode,1
mode,1
wheelSpeed,0.3
wheelSpeed,0.3
steering,90
steering,90
side,0
side,0
front,383
front,383
mode,1
mode,1
wheelSpeed,0.2
wheelSpeed,0.2
steering,90
steering,90
side,0
side,0
front,381
front,381
mode,1
mode,1
wheelSpeed,0.2
steering,90
steering,90
wheelSpeed,0.2
front,381
side,0
side,0
front,381
mode,1
mode,1
steering,90
side,0
side,0
steering,90
wheelSpeed,0.2
front,342
wheelSpeed,0.2
front,342
mode,1
mode,1
wheelSpeed,0.3
wheelSpeed,0.3
steering,90
steering,90
side,0
side,0
front,338
front,338
mode,1
mode,1
wheelSpeed,0.2
wheelSpeed,0.2
steering,90
steering,90
side,0
front,338
front,338
side,0
mode,1
mode,1
wheelSpeed,0.1
steering,90
side,0
side,0
wheelSpeed,0.1
front,372
steering,90
front,372
mode,1
mode,1
wheelSpeed,0.3
wheelSpeed,0.3
steering,90
steering,90
side,0
side,0
front,381
front,381
mode,1
mode,1
wheelSpeed,0.2
wheelSpeed,0.2
steering,90
steering,90
side,0
side,0
front,476
front,476
mode,1
mode,1
wheelSpeed,0.2
wheelSpeed,0.2
steering,90
side,0
side,0
steering,90
front,468
front,468
mode,1
wheelSpeed,0.3
wheelSpeed,0.3
steering,90
mode,1
steering,90
side,0
front,468
front,468
side,0
mode,1
mode,1
wheelSpeed,0.2
steering,90
wheelSpeed,0.2
steering,90
side,0
side,0
front,469
front,469
mode,0
mode,0
wheelSpeed,0.2
wheelSpeed,0.2
steering,45
steering,45
side,0
side,0
front,469
front,469
mode,0
mode,0
wheelSpeed,0.3
wheelSpeed,0.3
steering,45
steering,45
side,0
side,0
front,469
front,469
mode,0
mode,0
mode,0
steering,45
steering,45
side,0
side,0
front,449
front,449
wheelSpeed,0.1
wheelSpeed,0.1
mode,0
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,45
steering,45
side,0
side,0
front,432
front,432
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,45
steering,45
side,0
side,0
front,451
front,451
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,45
steering,45
side,0
side,0
front,198
front,198
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,45
steering,45
side,0
side,0
front,193
front,193
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,45
steering,45
side,0
side,0
front,448
front,448
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,45
steering,45
side,0
side,0
front,190
front,190
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,45
side,0
steering,45
front,190
front,190
side,0
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,45
side,0
steering,45
side,0
front,190
front,190
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,45
steering,45
side,0
side,0
front,446
front,446
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,45
steering,45
side,0
side,0
front,444
front,444
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,45
steering,45
side,0
side,0
front,444
front,444
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,45
steering,45
side,0
side,0
front,444
front,444
mode,0
mode,0
wheelSpeed,0
wheelSpeed,0
steering,45
steering,45
side,0
front,187
side,0
front,187
mode,2
mode,2
wheelSpeed,0
wheelSpeed,0
steering,45
steering,45
side,0
side,0
front,446
front,446
mode,2
mode,2
wheelSpeed,0
side,0
side,0
front,446
front,446
steering,45
steering,45
wheelSpeed,0
mode,2
mode,2
wheelSpeed,0.1
wheelSpeed,0.1
steering,45
steering,45
front,439
side,0
front,439
side,0
mode,2
mode,2
wheelSpeed,0.1
steering,45
steering,45
side,0
front,448
side,0
front,448
wheelSpeed,0.1
mode,2
mode,2
wheelSpeed,0.3
side,0
side,0
front,445
front,445
steering,45
steering,45
wheelSpeed,0.3
mode,2
wheelSpeed,0.2
mode,2
side,0
side,0
front,439
front,439
steering,45
steering,45
wheelSpeed,0.2
mode,2
mode,2
wheelSpeed,0.3
wheelSpeed,0.3
steering,45
side,0
front,445
front,445
steering,45
side,0
mode,2
mode,2
wheelSpeed,0.2
wheelSpeed,0.2
steering,45
steering,45
side,0
side,0
front,439
front,439
mode,2
wheelSpeed,0.2
steering,45
wheelSpeed,0.2
steering,45
mode,2
side,0
front,443
side,0
front,443
mode,2
mode,2
wheelSpeed,0.3
side,0
steering,45
front,447
front,447
side,0
steering,45
wheelSpeed,0.3
mode,2
wheelSpeed,0.2
steering,45
side,0
side,0
front,442
front,442
mode,2
steering,45
wheelSpeed,0.2
mode,2
mode,2
wheelSpeed,0.2
wheelSpeed,0.2
steering,45
steering,45
side,0
front,443
front,443
side,0
mode,2
mode,2
wheelSpeed,0.2
side,0
side,0
front,447
front,447
steering,45
steering,45
wheelSpeed,0.2
mode,2
mode,2
wheelSpeed,0.2
steering,45
wheelSpeed,0.2
steering,45
side,0
side,0
front,444
front,444
mode,2
mode,2
wheelSpeed,0.2
steering,45
steering,45
side,0
front,440
front,440
wheelSpeed,0.2
side,0
mode,2
mode,2
wheelSpeed,0.3
wheelSpeed,0.3
steering,45
steering,45
side,0
front,447
front,447
side,0
mode,2
mode,2
wheelSpeed,0.2
steering,45
wheelSpeed,0.2
steering,45
side,0
side,0
front,427
front,427
mode,2
mode,2
wheelSpeed,0.3
steering,45
side,0
steering,45
front,431
side,0
front,431
wheelSpeed,0.3
mode,2
mode,2
wheelSpeed,0.4
wheelSpeed,0.4
steering,45
steering,45
side,0
side,0
front,432
front,432
mode,2
mode,2
wheelSpeed,0.3
steering,45
side,0
steering,45
front,439
side,0
front,439
wheelSpeed,0.3
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,437
front,437
mode,2
mode,2
wheelSpeed,0.6
wheelSpeed,0.6
steering,45
side,0
side,0
steering,45
front,437
front,437
mode,2
mode,2
wheelSpeed,0.6
wheelSpeed,0.6
steering,45
steering,45
side,0
side,0
front,437
front,437
mode,2
mode,2
wheelSpeed,0.4
wheelSpeed,0.4
steering,45
side,0
side,0
front,448
front,448
steering,45
mode,2
mode,2
wheelSpeed,0.6
wheelSpeed,0.6
steering,45
steering,45
side,0
front,436
side,0
front,436
mode,2
mode,2
wheelSpeed,0.6
steering,45
steering,45
side,0
wheelSpeed,0.6
side,0
front,447
front,447
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
front,183
front,183
side,0
mode,2
mode,2
wheelSpeed,0.5
steering,45
steering,45
wheelSpeed,0.5
side,0
front,433
front,433
side,0
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,441
front,441
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
front,445
front,445
side,0
mode,2
mode,2
wheelSpeed,0.6
wheelSpeed,0.6
steering,45
steering,45
side,0
side,0
front,438
front,438
mode,2
mode,2
wheelSpeed,0.4
wheelSpeed,0.4
steering,45
steering,45
side,0
side,0
front,442
front,442
mode,2
mode,2
wheelSpeed,0.5
steering,45
wheelSpeed,0.5
side,0
side,0
steering,45
front,446
front,446
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,445
front,445
mode,2
mode,2
wheelSpeed,0.4
steering,45
wheelSpeed,0.4
steering,45
side,0
front,436
side,0
front,436
mode,2
mode,2
wheelSpeed,0.4
wheelSpeed,0.4
steering,45
steering,45
side,0
side,0
front,444
front,444
mode,2
mode,2
wheelSpeed,0.3
wheelSpeed,0.3
steering,45
steering,45
side,0
side,0
front,441
front,441
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,443
front,443
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,443
front,443
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,445
front,445
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,440
front,440
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,440
front,440
mode,2
mode,2
wheelSpeed,0.4
steering,45
side,0
side,0
front,185
steering,45
front,185
wheelSpeed,0.4
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,447
front,447
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,191
front,191
mode,2
mode,2
wheelSpeed,0.5
steering,45
side,0
side,0
front,438
front,438
wheelSpeed,0.5
steering,45
mode,2
mode,2
wheelSpeed,0.5
steering,45
side,0
steering,45
front,438
side,0
front,438
wheelSpeed,0.5
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,438
front,438
mode,2
mode,2
wheelSpeed,0.4
wheelSpeed,0.4
side,0
front,439
front,439
steering,45
steering,45
side,0
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
front,443
front,443
side,0
mode,2
mode,2
wheelSpeed,0.6
side,0
side,0
front,429
front,429
steering,45
steering,45
wheelSpeed,0.6
mode,2
mode,2
wheelSpeed,0.4
wheelSpeed,0.4
steering,45
steering,45
side,0
front,437
side,0
front,437
mode,2
mode,2
wheelSpeed,0.5
steering,45
side,0
front,432
front,432
wheelSpeed,0.5
steering,45
side,0
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
side,0
front,430
front,430
side,0
steering,45
steering,45
mode,2
mode,2
wheelSpeed,0.5
side,0
side,0
front,430
front,430
steering,45
steering,45
wheelSpeed,0.5
mode,2
mode,2
wheelSpeed,0.5
steering,45
side,0
steering,45
front,433
side,0
front,433
wheelSpeed,0.5
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
side,0
side,0
front,433
steering,45
front,433
steering,45
mode,2
mode,2
wheelSpeed,0.6
wheelSpeed,0.6
steering,45
steering,45
side,0
front,439
front,439
side,0
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
side,0
front,427
front,427
side,0
steering,45
mode,2
mode,2
wheelSpeed,0.6
steering,45
steering,45
wheelSpeed,0.6
front,427
side,0
side,0
front,427
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
side,0
front,348
front,348
side,0
steering,45
steering,45
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
front,355
front,355
side,0
side,0
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
side,0
front,355
steering,45
side,0
front,355
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
front,414
side,0
front,414
mode,2
mode,2
wheelSpeed,0.6
side,0
side,0
front,416
wheelSpeed,0.6
steering,45
steering,45
front,416
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,421
front,421
mode,2
mode,2
wheelSpeed,0.4
wheelSpeed,0.4
side,0
front,418
front,418
steering,45
steering,45
side,0
mode,2
mode,2
wheelSpeed,0.6
wheelSpeed,0.6
steering,45
side,0
side,0
front,420
steering,45
front,420
mode,2
mode,2
wheelSpeed,0.4
steering,45
side,0
front,413
front,413
side,0
wheelSpeed,0.4
steering,45
mode,2
wheelSpeed,0.4
wheelSpeed,0.4
mode,2
steering,45
steering,45
front,404
side,0
side,0
front,404
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,411
front,411
mode,2
mode,2
wheelSpeed,0.4
side,0
steering,45
steering,45
front,410
front,410
side,0
wheelSpeed,0.4
mode,2
mode,2
wheelSpeed,0.4
wheelSpeed,0.4
steering,45
steering,45
side,0
side,0
front,405
front,405
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
front,414
front,414
side,0
steering,45
side,0
mode,2
mode,2
wheelSpeed,0.4
wheelSpeed,0.4
steering,45
front,409
front,409
side,0
steering,45
side,0
mode,2
wheelSpeed,0.5
mode,2
wheelSpeed,0.5
steering,45
steering,45
side,0
side,0
front,410
front,410
mode,2
mode,2
wheelSpeed,0.6
side,0
front,411
front,411
wheelSpeed,0.6
steering,45
steering,45
side,0
mode,2
steering,45
steering,45
side,0
front,411
front,411
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
side,0
mode,2
mode,2
wheelSpeed,0.4
steering,45
side,0
front,402
front,402
side,0
steering,45
wheelSpeed,0.4
mode,2
mode,2
wheelSpeed,0.6
wheelSpeed,0.6
steering,45
steering,45
side,0
side,0
front,413
front,413
mode,2
mode,2
wheelSpeed,0.6
side,0
side,0
front,409
front,409
wheelSpeed,0.6
steering,45
steering,45
mode,2
mode,2
wheelSpeed,0.5
side,0
side,0
front,408
front,408
steering,45
steering,45
wheelSpeed,0.5
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
side,0
side,0
steering,45
front,411
front,411
mode,2
mode,2
wheelSpeed,0.5
steering,45
wheelSpeed,0.5
steering,45
side,0
side,0
front,408
front,408
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
front,402
front,402
side,0
mode,2
mode,2
wheelSpeed,0.6
wheelSpeed,0.6
steering,45
steering,45
side,0
side,0
front,412
front,412
mode,2
mode,2
wheelSpeed,0.4
wheelSpeed,0.4
side,0
front,405
front,405
side,0
steering,45
steering,45
mode,2
mode,2
wheelSpeed,0.5
side,0
side,0
steering,45
wheelSpeed,0.5
steering,45
front,403
front,403
mode,2
mode,2
wheelSpeed,0.5
steering,45
side,0
steering,45
front,408
side,0
front,408
wheelSpeed,0.5
mode,2
mode,2
wheelSpeed,0.6
wheelSpeed,0.6
side,0
front,410
front,410
steering,45
steering,45
side,0
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
side,0
side,0
front,399
steering,45
front,399
steering,45
mode,2
mode,2
wheelSpeed,0.6
side,0
side,0
front,408
front,408
steering,45
steering,45
wheelSpeed,0.6
mode,2
mode,2
wheelSpeed,0.6
steering,45
steering,45
side,0
side,0
front,405
front,405
wheelSpeed,0.6
mode,2
mode,2
wheelSpeed,0.5
steering,45
wheelSpeed,0.5
side,0
front,409
steering,45
front,409
side,0
mode,2
mode,2
wheelSpeed,0.5
steering,45
steering,45
front,402
front,402
side,0
wheelSpeed,0.5
side,0
mode,2
mode,2
wheelSpeed,0.6
steering,45
side,0
front,405
front,405
wheelSpeed,0.6
steering,45
side,0
mode,2
mode,2
wheelSpeed,0.5
steering,45
steering,45
wheelSpeed,0.5
side,0
front,404
side,0
front,404
mode,2
mode,2
wheelSpeed,0.4
wheelSpeed,0.4
side,0
front,405
front,405
side,0
steering,45
steering,45
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
front,398
front,398
side,0
mode,2
mode,2
wheelSpeed,0.5
steering,45
wheelSpeed,0.5
steering,45
side,0
side,0
front,408
front,408
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
side,0
front,406
front,406
side,0
steering,45
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
steering,45
side,0
front,397
front,397
side,0
mode,2
mode,2
wheelSpeed,0.5
wheelSpeed,0.5
steering,45
side,0
front,397
front,397
steering,45
side,0
mode,2
mode,2
wheelSpeed,0.3
wheelSpeed,0.3
steering,45
steering,45
side,0
side,0
front,397
front,397
mode,2
mode,2
wheelSpeed,0.3
steering,45
side,0
front,397
front,397
steering,45
wheelSpeed,0.3
side,0
mode,2
mode,2
wheelSpeed,0.2
wheelSpeed,0.2
steering,45
side,0
side,0
front,411
steering,45
front,411
mode,2
mode,2
wheelSpeed,0.2
wheelSpeed,0.2
side,0
front,395
front,395
steering,45
steering,45
side,0
mode,2
mode,2
wheelSpeed,0.3
steering,45
wheelSpeed,0.3
steering,45
side,0
side,0
front,401
front,401
mode,2
mode,2
wheelSpeed,0.2
steering,45
wheelSpeed,0.2
steering,45
side,0
front,404
side,0
front,404
mode,2
mode,2
wheelSpeed,0.2
wheelSpeed,0.2
steering,45
steering,45
side,0
side,0
front,399
front,399
mode,2
mode,2
wheelSpeed,0.3
steering,45
side,0
front,403
front,403
side,0
wheelSpeed,0.3
steering,45
mode,2
mode,2
wheelSpeed,0.2
wheelSpeed,0.2
steering,45
side,0
steering,45
side,0
front,397
front,397
mode,2
mode,2
wheelSpeed,0.1
wheelSpeed,0.1
steering,45
steering,45
side,0
side,0
front,404
front,404
mode,2
mode,2
wheelSpeed,0.3
wheelSpeed,0.3
side,0
side,0
front,400
front,400
steering,45
steering,45
mode,2
wheelSpeed,0.2
wheelSpeed,0.2
steering,45
side,0
steering,45
front,400
side,0
front,400
mode,2
mode,2
mode,2
wheelSpeed,0.2
side,0
side,0
front,401
wheelSpeed,0.2
steering,45
steering,45
front,401
mode,2
mode,2
mode,2
wheelSpeed,0.3
wheelSpeed,0.3
mode,2
steering,45
steering,45
side,0
side,0
front,397
front,397
mode,2
mode,2
wheelSpeed,0.2
wheelSpeed,0.2
steering,45
steering,45
side,0
side,0
front,399
front,399
mode,2
mode,2
wheelSpeed,0.2
wheelSpeed,0.2
side,0
front,400
front,400
steering,45
steering,45
side,0
mode,2
mode,2
wheelSpeed,0.2
steering,45
side,0
front,402
front,402
side,0
wheelSpeed,0.2
steering,45
mode,2
mode,2
wheelSpeed,0.3
wheelSpeed,0.3
side,0
front,395
front,395
steering,45
steering,45
side,0
mode,2
mode,2
wheelSpeed,0.1
wheelSpeed,0.1
steering,45
steering,45
side,0
side,0
front,400
front,400
mode,2
mode,2
wheelSpeed,0.3
wheelSpeed,0.3
steering,45
steering,45
side,0
side,0
front,400
front,400
mode,2
mode,2
wheelSpeed,0.2
wheelSpeed,0.2
steering,45
steering,45
side,0
front,396
mode,2
wheelSpeed,0.2
wheelSpeed,0.2
steering,45
steering,45
side,0
side,0
side,0
mode,2
front,396
front,403
front,403
mode,2
wheelSpeed,0.3
mode,2
steering,45
side,0
wheelSpeed,0.3
steering,45
side,0
front,399
front,399
mode,2
mode,2
wheelSpeed,0.2
wheelSpeed,0.2
steering,45
steering,45
side,0
front,397
side,0
front,397
mode,2
mode,2
wheelSpeed,0.3
steering,45
wheelSpeed,0.3
side,0
side,0
steering,45
front,404
front,404
mode,2
mode,2
wheelSpeed,0.1
wheelSpeed,0.1
side,0
front,396
front,396
steering,45
steering,45
side,0
mode,2
mode,2
wheelSpeed,0.3
side,0
side,0
front,399
front,399
steering,45
steering,45
wheelSpeed,0.3
mode,3
mode,3
wheelSpeed,0.2
wheelSpeed,0.2
side,0
front,399
front,399
steering,45
steering,45
side,0
mode,3
